Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2021-01-09 07:34 (-05),On Demand,Emma Lovewell,20,Cycling,Intervals,20 min HIIT Ride,2021-01-07 17:35 (-05),159,133,45%,75,17.91,5.97,226,,,
2021-01-09 07:56 (-05),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms Toning,2020-12-28 08:08 (-05),,,,,,,53,,,
2021-01-10 07:22 (-05),On Demand,Hannah Frankson,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-10-17 05:19 (-05),352,131,45%,75,17.86,13.40,502,,,
2021-01-12 12:18 (-05),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-01-07 02:24 (-05),255,142,46%,76,18.54,9.26,363,,,
2021-01-18 12:42 (-05),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-01-11 07:51 (-05),219,122,43%,77,17.34,8.67,312,,,
2021-01-19 12:10 (-05),On Demand,Hannah Frankson,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-01-18 13:25 (-05),352,131,44%,77,17.91,13.43,502,,,
2021-01-20 12:55 (-05),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-01-17 07:53 (-05),349,129,48%,67,17.64,13.23,497,,,
2021-01-26 20:08 (EST),On Demand,Chelsea Jackson Roberts,30,Yoga,Focus Flow,30 min Focus Flow: Quads,2021-01-20 07:50 (EST),,,,,,,110,,,
2021-01-27 12:19 (-05),On Demand,Kendall Toole,30,Cycling,Music,30 min Hip Hop Ride,2021-01-24 07:53 (-05),243,135,46%,75,18.01,9.00,346,,,
2021-02-03 19:44 (-05),On Demand,Christine D'Ercole,20,Cycling,Music,20 min 70s Ride,2021-02-03 08:23 (-05),158,131,44%,78,17.93,5.97,224,,,
2021-02-05 19:30 (EST),Live,Hannah Corbin,30,Cycling,Music,30 min Classic Rock Ride,2021-02-05 19:23 (EST),238,132,47%,71,17.87,8.93,339,,,
2021-02-07 07:31 (EST),On Demand,Kendall Toole,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-03 07:00 (EST),215,119,46%,69,17.07,8.53,305,,,
2021-02-08 07:23 (EST),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-04 01:55 (EST),218,121,46%,70,17.20,8.59,310,,,
2021-02-09 15:09 (EST),On Demand,Jess King,20,Cycling,Intervals,20 min Tabata Ride,2021-02-04 11:23 (EST),152,126,42%,81,17.50,5.83,228,165.81,,
2021-02-10 07:42 (EST),On Demand,Emma Lovewell,30,Cycling,Music,30 min Hip Hop Ride,2021-02-04 16:50 (EST),232,129,45%,76,17.69,8.84,330,,,
2021-02-11 07:28 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Intervals,30 min HIIT Ride,2021-02-10 05:53 (EST),221,123,44%,73,16.99,8.50,340,163.05,,
2021-02-16 14:39 (EST),On Demand,Leanne Hainsby,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-08 02:55 (EST),232,129,48%,68,17.51,8.75,331,,,
2021-02-17 15:34 (EST),On Demand,Kendall Toole,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-15 11:23 (EST),239,133,47%,72,17.80,8.90,349,165.25,,
2021-02-19 13:54 (EST),On Demand,Hannah Frankson,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-02-13 06:55 (EST),359,133,48%,69,17.80,13.35,511,,,
2021-02-22 13:01 (EST),On Demand,Kendall Toole,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-01-31 07:55 (EST),369,137,51%,65,17.98,13.48,525,,,
2021-02-23 14:04 (-05),On Demand,Alex Toussaint,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-01-18 19:21 (-05),360,133,48%,72,17.96,13.47,512,,,
2021-03-01 13:43 (-05),On Demand,Tunde Oyeneyin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-24 07:51 (-05),216,120,46%,70,17.20,8.60,307,,,
2021-03-02 14:01 (-05),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-27 06:55 (-05),238,132,47%,72,17.86,8.93,339,,,
2021-03-06 18:48 (EST),On Demand,Chelsea Jackson Roberts,45,Yoga,Flow,45 min Yoga Flow,2021-02-11 09:52 (EST),,,,,,,164,,,
2021-03-08 13:40 (-05),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Pop Ride,2021-03-08 07:53 (-05),225,125,42%,80,17.44,8.73,320,,,
2021-03-13 07:36 (-05),On Demand,Kendall Toole,15,Cycling,Music,15 min New Tracks Ride,2021-02-03 07:00 (-05),113,125,45%,73,17.50,4.37,160,,,
2021-03-15 13:40 (-04),Live,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-03-12 11:30 (-04),230,131,51%,63,17.64,8.62,327,,,
2021-03-18 13:08 (-04),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-03-09 17:49 (-04),234,130,48%,68,17.67,8.84,333,,,
2021-03-22 19:30 (-04),Live,Christine D'Ercole,30,Cycling,Music,30 min 90s Rock Ride,2021-03-22 19:22 (-04),233,129,43%,82,17.89,8.95,332,,,
2021-03-22 20:03 (-04),On Demand,Kendall Toole,15,Cycling,Intervals,15 min HIIT Ride,2021-03-15 12:03 (-04),114,127,47%,68,17.40,4.35,163,,,
2021-03-23 14:03 (-04),On Demand,Olivia Amato,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-03-22 05:51 (-04),248,138,49%,69,18.16,9.07,353,,,
2021-03-25 13:20 (-04),On Demand,Kendall Toole,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-03-24 07:54 (-04),219,122,49%,63,17.16,8.58,311,,,
2021-03-27 08:12 (-04),On Demand,Emma Lovewell,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-03-25 16:50 (-04),299,111,46%,65,16.54,12.41,426,,,
2021-03-29 13:35 (-04),On Demand,Hannah Frankson,45,Cycling,Intervals,45 min Interval & Arms Ride,2021-03-15 14:25 (-04),333,123,46%,71,17.36,13.02,474,,,
2021-03-30 18:46 (-04),On Demand,Alex Toussaint,30,Cycling,Theme,30 min AT's Ride to Greatness,2021-03-27 13:22 (-04),256,142,46%,79,18.51,9.26,365,,,
2021-03-30 19:19 (-04),On Demand,Alex Toussaint,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-03-29 20:06 (-04),,,,,,,53,,,
2021-03-31 14:10 (-04),Live,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2021-03-30 16:52 (-04),329,122,44%,75,17.32,12.99,469,,,
2021-04-03 14:52 (-04),On Demand,Hannah Frankson,45,Cycling,Music,45 min Pop Ride,2021-03-27 06:55 (-04),316,117,45%,70,16.88,12.67,450,,,
2021-04-06 14:20 (-04),Live,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-04-03 04:00 (-04),204,113,45%,69,16.63,8.32,291,,,
2021-04-07 18:26 (-04),On Demand,Kendall Toole,20,Cycling,Music,20 min 90s Ride,2021-04-03 14:00 (-04),152,127,45%,74,17.47,5.82,216,,,
2021-04-07 18:50 (-04),On Demand,Kendall Toole,10,Strength,Arms & Light Weights,10 min Arms Toning,2021-02-16 10:00 (-04),,,,,,,53,,,
2021-04-08 18:43 (-04),On Demand,Ally Love,15,Cycling,Intervals,15 min Intro to Tabata Ride,2020-12-23 11:00 (-04),115,127,40%,85,17.53,4.38,163,,,
2021-04-09 13:08 (-04),On Demand,Sam Yo,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-04-03 12:00 (-04),305,113,46%,66,16.64,12.49,435,,,
2021-04-10 20:27 (-04),On Demand,Emma Lovewell,10,Cycling,Climb,10 min Climb Ride,2021-03-22 08:36 (-04),80,134,48%,69,18.06,3.01,114,,,
2021-04-10 20:39 (-04),On Demand,Jess King,15,Strength,Pilates,15 min Pilates,2021-04-06 09:00 (-04),,,,,,,80,,,
2021-04-10 20:57 (-04),On Demand,Chase Tucker,15,Strength,Bodyweight,15 min Bodyweight Strength,2021-04-07 11:51 (-04),,,,,,,80,,,
2021-04-10 21:14 (-04),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2021-03-31 10:00 (-04),,,,,,,27,,,
2021-04-19 13:42 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-04-15 02:24 (-04),212,118,43%,74,17.04,8.52,302,,,
2021-04-22 14:06 (-04),On Demand,Hannah Frankson,15,Cycling,Climb,15 min Climb Ride,2021-04-08 02:51 (-04),118,131,48%,69,17.71,4.43,167,,,
2021-04-22 14:22 (-04),On Demand,Jess King,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-04-18 14:08 (-04),,,,,,,53,,,
2021-04-22 14:34 (-04),On Demand,Kendall Toole,15,Strength,Pilates,15 min Pilates,2021-04-06 09:00 (-04),,,,,,,80,,,
2021-04-22 18:53 (EST),On Demand,Chelsea Jackson Roberts,45,Yoga,Power,45 min Power Yoga,2021-03-25 09:50 (EST),,,,,,,172,,,
2021-04-26 13:38 (-04),On Demand,Kendall Toole,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-04-19 11:20 (-04),211,117,46%,68,16.96,8.48,300,,,
2021-04-26 19:48 (EST),On Demand,Jess Sims,45,Strength,Full Body,45 min Full Body Strength,2021-04-15 10:00 (EST),,,,,,,239,,,
2021-04-26 20:37 (EST),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2021-04-22 10:00 (EST),,,,,,,27,,,
2021-04-27 14:21 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Tabata Ride,2021-04-23 08:55 (-04),238,132,46%,75,17.85,8.93,338,,,
2021-04-27 14:53 (-04),On Demand,Hannah Frankson,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-04-09 09:32 (-04),,,,,,,53,,,
2021-04-29 14:19 (EST),On Demand,Ally Love,20,Strength,Pilates,20 min Pilates,2021-04-06 09:00 (EST),,,,,,,84,97.45,,
2021-04-29 14:40 (EST),On Demand,Adrian Williams,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2021-04-29 11:49 (EST),,,,,,,79,,,
2021-05-03 18:38 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-04-30 04:55 (-04),146,96,43%,57,13.09,5.55,208,,,
2021-05-04 18:35 (-04),On Demand,Kendall Toole,20,Cycling,Climb,20 min Climb Ride,2021-04-12 11:22 (-04),158,132,45%,76,17.81,5.94,225,,,
2021-05-05 20:40 (EST),On Demand,Aditi Shah,30,Yoga,Theme,30 min Flow & Let Go,2021-05-02 14:52 (EST),,,,,,,94,,,
2021-05-17 19:35 (-04),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-05-17 05:53 (-04),358,133,49%,68,17.86,13.39,510,,,
2021-05-17 20:23 (-04),On Demand,Olivia Amato,10,Strength,Arms & Light Weights,10 min APIHM Arms & Light Weights,2021-05-07 09:00 (-04),,,,,,,53,,,
2021-06-04 19:33 (-04),On Demand,Olivia Amato,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-06-04 07:52 (-04),246,137,50%,66,17.91,8.96,269,133.78,,
2021-06-05 20:34 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Tabata Ride,2021-05-21 08:55 (-04),241,134,47%,72,17.97,8.99,343,,,
2021-06-05 21:06 (-04),On Demand,Hannah Frankson,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-05-28 09:32 (-04),,,,,,,53,,,
2021-06-06 20:48 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-06-03 02:24 (-04),214,119,44%,73,17.12,8.56,305,,,
2021-06-16 20:17 (-04),On Demand,Kendall Toole,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-06-02 07:54 (-04),313,116,45%,69,16.73,12.55,446,,,
2021-06-17 21:51 (-04),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Pop Ride,2021-06-14 07:52 (-04),233,130,45%,77,17.80,8.90,332,,,
2021-06-20 19:55 (-04),On Demand,Alex Toussaint,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-06-15 16:54 (-04),360,133,45%,77,18.03,13.52,512,,,
2021-06-20 20:43 (-04),On Demand,Cody Rigsby,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-06-16 17:34 (-04),,,,,,,53,,,
2021-06-25 20:11 (-04),On Demand,Hannah Frankson,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-05-29 04:25 (-04),387,143,49%,71,18.53,13.90,551,,,
2021-06-25 20:59 (-04),On Demand,Hannah Frankson,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-06-11 09:32 (-04),,,,,,,53,,,
2021-06-26 20:38 (-04),On Demand,Ally Love,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-06-22 07:51 (-04),202,112,44%,70,16.78,8.39,288,,,
2021-06-29 18:59 (-04),On Demand,Jess King,20,Cycling,Music,20 min 90s Ride,2021-06-28 17:00 (-04),150,125,42%,80,17.53,5.84,213,,,
2021-06-29 19:21 (-04),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-06-27 08:35 (-04),,,,,,,53,,,
2021-06-29 19:33 (-04),On Demand,Aditi Shah,10,Yoga,Focus Flow,10 min Focus Flow: Hips,2021-06-29 08:36 (-04),,,,,,,39,,,
2021-06-29 19:43 (-04),On Demand,Hannah Corbin,15,Stretching,Lower Body Stretch,15 min Hips Stretch,2021-06-03 10:00 (-04),,,,,,,40,,,
2021-06-30 20:22 (-04),On Demand,Hannah Frankson,20,Cycling,Intervals,20 min HIIT Ride,2021-06-23 14:30 (-04),155,129,44%,77,17.72,5.91,220,,,
2021-06-30 20:45 (-04),On Demand,Mariana Fernandez,20,Yoga,Focus Flow,20 min Focus Flow: Goddess,2021-06-25 08:27 (-04),,,,,,,75,,,
2021-07-03 08:01 (-04),On Demand,Kendall Toole,45,Cycling,Music,45 min AFO Ride: Gwen Stefani,2021-07-01 17:49 (-04),314,116,43%,75,16.92,12.69,448,,,
2021-07-03 08:49 (-04),On Demand,Kendall Toole,10,Strength,Arms & Light Weights,10 min AFO Arms: Demi Lovato,2021-07-02 08:00 (-04),,,,,,,53,,,
2021-07-03 09:00 (-04),On Demand,Robin Arzon,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2021-06-28 10:00 (-04),,,,,,,27,,,
2021-07-06 20:48 (-04),On Demand,Kendall Toole,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-06-02 07:54 (-04),337,125,45%,73,17.43,13.07,688,196.19,,
2021-07-08 07:06 (-04),On Demand,Emma Lovewell,20,Cycling,Music,20 min AFO Ride: Doja Cat,2021-07-03 08:00 (-04),145,121,44%,76,17.17,5.73,206,,,
2021-07-08 07:29 (-04),On Demand,Ally Love,10,Strength,Arms & Light Weights,10 min AFO Arms: Tina Turner,2021-07-03 08:00 (-04),,,,,,,53,,,
2021-07-11 08:00 (-04),Live,Kendall Toole,30,Cycling,Music,30 min Pop Ride,2021-07-11 07:54 (-04),221,123,46%,71,17.26,8.63,314,,,
2021-07-12 19:30 (-04),Live,Alex Toussaint,30,Cycling,Music,30 min New Tracks Ride,2021-07-12 19:22 (-04),250,139,48%,72,18.34,9.17,357,,,
2021-07-12 20:05 (-04),On Demand,Alex Toussaint,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-06-23 09:00 (-04),,,,,,,53,,,
2021-07-14 08:13 (-04),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-06-21 05:53 (-04),367,136,50%,67,17.99,13.50,522,,,
2021-07-14 09:01 (-04),On Demand,Kendall Toole,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-07-13 09:00 (-04),,,,,,,53,,,
2021-07-17 19:24 (-04),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-07-12 05:52 (-04),349,129,49%,67,17.70,13.27,497,,,
2021-07-18 20:11 (-04),On Demand,Tunde Oyeneyin,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-07-17 09:24 (-04),364,135,49%,69,18.05,13.54,518,,,
2021-07-18 20:59 (-04),On Demand,Tunde Oyeneyin,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-07-15 09:00 (-04),,,,,,,0,,,
2021-07-23 11:37 (-04),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min HIIT Ride,2021-07-22 02:25 (-04),262,146,48%,73,18.70,9.35,374,,,
2021-07-23 12:09 (-04),On Demand,Hannah Frankson,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-07-19 14:02 (-04),,,,,,,0,,,
2021-07-24 20:52 (-04),On Demand,Robin Arzon,45,Cycling,Music,45 min Queen Pop Ride,2018-10-22 17:19 (-04),363,135,48%,72,18.06,13.55,517,,,
2021-08-03 19:53 (-04),On Demand,Robin Arzon,45,Cycling,Music,45 min Hip Hop Ride,2021-07-22 11:24 (-04),342,127,44%,79,17.62,13.22,486,,,
2021-08-03 20:41 (-04),On Demand,Tunde Oyeneyin,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-02 09:00 (-04),,,,,,,53,,,
2021-08-04 20:27 (-04),On Demand,Tunde Oyeneyin,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-07-24 09:25 (-04),306,113,45%,69,16.80,12.60,435,,,
2021-08-07 21:27 (-04),On Demand,Robin Arzon,30,Cycling,Theme,30 min Together We Ride,2021-07-09 16:50 (-04),238,132,46%,76,17.96,8.98,338,,,
2021-08-07 22:00 (-04),On Demand,Ally Love,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-03 09:00 (-04),,,,,,,53,,,
2021-08-08 21:17 (-04),On Demand,Hannah Frankson,45,Cycling,Climb,45 min Climb Ride,2021-06-26 04:25 (-04),375,139,49%,69,18.32,13.74,534,,,
2021-08-15 20:29 (-04),On Demand,Robin Arzon,20,Cycling,Intervals,20 min HIIT Ride,2021-07-24 13:00 (-04),163,136,48%,69,18.01,6.00,233,,,
2021-08-15 20:52 (-04),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-15 10:05 (-04),,,,,,,53,,,
2021-08-18 20:48 (-04),On Demand,Robin Arzon,45,Cycling,Music,45 min Hip Hop Ride,2021-08-18 11:26 (-04),336,125,45%,76,17.56,13.17,479,,,
2021-08-28 08:34 (-04),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-08-16 05:52 (-04),318,118,50%,60,16.93,12.70,453,,,
2021-08-29 08:00 (-04),Live,Kendall Toole,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-08-29 07:51 (-04),308,114,48%,64,16.76,12.57,438,,,
2021-08-30 19:30 (-04),Live,Cody Rigsby,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-08-30 19:22 (-04),347,128,51%,63,17.65,13.24,494,,,
2021-09-01 19:30 (-04),Live,Kendall Toole,30,Cycling,Music,30 min Verzuz Ride,2021-09-01 19:25 (-04),253,141,49%,71,18.44,9.22,361,,,
2021-09-08 18:25 (-04),On Demand,Emma Lovewell,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-08-12 16:53 (-04),311,115,46%,67,16.85,12.64,443,,,
2021-10-13 18:33 (-04),On Demand,Jess King,30,Cycling,Intervals,30 min HIIT Ride,2021-10-13 07:24 (-04),215,120,43%,77,17.14,8.57,307,,,
2021-10-13 19:05 (-04),On Demand,Jess King,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-06-02 12:08 (-04),,,,,,,53,,,
2021-10-14 18:11 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min 80s Ride,2021-10-13 08:55 (-04),213,118,44%,74,17.15,8.58,303,,,
2021-10-18 18:36 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min 80s Ride,2021-06-25 08:55 (-04),213,118,44%,74,17.09,8.54,303,,,
2021-10-24 08:16 (-04),On Demand,Olivia Amato,20,Cycling,Climb,20 min Climb Ride,2021-10-21 10:00 (-04),138,115,48%,61,16.21,5.40,195,,,
2021-10-24 08:37 (-04),On Demand,Olivia Amato,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-09-10 08:36 (-04),,,,,,,53,,,
2021-10-25 12:24 (-04),On Demand,Robin Arzon,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-10-13 11:51 (-04),336,124,48%,67,17.46,13.10,476,,,
2021-11-01 12:34 (-04),On Demand,Camila Ramon,20,Cycling,Theme,20 min Day of the Dead Ride,2021-11-01 10:00 (-04),137,114,42%,79,16.95,5.65,194,,,
2021-11-01 19:26 (-04),On Demand,Kendall Toole,45,Cycling,Theme,45 min Halloween Ride,2021-10-31 07:52 (-04),273,101,44%,66,15.92,11.94,387,,,
2021-11-02 21:35 (EST),On Demand,Leanne Hainsby,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-01 15:02 (EST),,,,,,,53,,,
2021-11-03 13:40 (-04),On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,2021-11-01 11:00 (-04),119,99,40%,77,16.03,5.35,168,,,
2021-11-04 20:00 (-04),Live,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2021-11-04 19:50 (-04),208,116,45%,71,17.05,8.52,295,,,
2021-11-05 17:12 (-04),On Demand,Robin Arzon,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-09-23 11:23 (-04),240,133,49%,69,17.94,8.97,341,,,
2021-11-05 17:44 (-04),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-04 10:04 (-04),,,,,,,53,,,
2021-11-07 20:20 (EST),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2021-11-07 13:38 (EST),,,,,,,26,,,
2021-11-07 20:27 (EST),On Demand,Rad Lopez,5,Strength,Warm Up,5 min Full Body Strength Warm Up,2021-11-01 10:00 (EST),,,,,,,26,,,
2021-11-07 20:45 (EST),On Demand,Rebecca Kennedy,5,Strength,Warm Up,5 min Full Body Strength Warm Up,2021-06-10 10:00 (EST),,,,,,,26,,,
2021-11-07 21:15 (EST),On Demand,Ally Love,5,Strength,Barre,5 min Barre Cool Down,2021-04-23 10:00 (EST),,,,,,,21,,,
2021-11-08 18:56 (-05),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2021-11-01 17:23 (-05),342,127,44%,76,17.64,13.23,485,,,
2021-11-08 19:46 (-05),On Demand,Alex Toussaint,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-10-25 18:09 (-05),,,,,,,53,,,
2021-11-09 17:28 (-05),On Demand,Emma Lovewell,45,Cycling,Music,45 min 90s Ride,2021-11-01 15:50 (-05),343,127,45%,75,17.67,13.25,487,,,
2021-11-09 18:17 (-05),On Demand,Camila Ramon,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-10-05 18:00 (-05),,,,,,,53,,,
